,fighter_r,fighter_b,winner,total_wins_r,total_losses_r,total_draws_r,total_nc_r,height_r,weight_r,reach_r,stance_r,dob_r,slpm_r,str_acc_r,sapm_r,str_def_r,td_avg_r,td_acc_r,td_def_r,sub_avg_r,total_wins_b,total_losses_b,total_draws_b,total_nc_b,height_b,weight_b,reach_b,stance_b,dob_b,slpm_b,str_acc_b,sapm_b,str_def_b,td_avg_b,td_acc_b,td_def_b,sub_avg_b
2712,Randa Markos,Aisling Daly,Randa Markos,10,11,1,0,"5'4""",115,"63""",Orthodox,8/10/1985,2.85,41%,3.2,59%,1.23,28%,57%,0.2,16,6,0,0,"5'2""",115,"64""",Orthodox,12/24/1987,2.92,52%,1.4,55%,2.15,41%,33%,0.9
2713,Lyoto Machida,Luke Rockhold,Luke Rockhold,24,8,0,0,"6'1""",185,"74""",Southpaw,5/30/1978,2.59,53%,1.57,61%,1.21,65%,75%,0.4,16,5,0,0,"6'3""",205,"77""",Southpaw,10/17/1984,4.18,48%,2.43,56%,0.67,30%,68%,1.1
2714,Jacare Souza,Chris Camozzi,Jacare Souza,26,9,0,1,"6'1""",185,"72""",Orthodox,12/07/1979,2.53,46%,2.85,62%,2.55,39%,60%,1.4,24,13,0,0,"6'2""",185,"75""",Orthodox,11/20/1986,3.57,44%,2.96,56%,0.27,19%,57%,0.5
2715,Cub Swanson,Max Holloway,Max Holloway,27,11,0,0,"5'8""",145,"70""",Orthodox,11/02/1983,4.64,50%,3.64,60%,1.09,51%,60%,0.5,22,6,0,0,"5'11""",145,"69""",Orthodox,12/04/1991,7.26,46%,4.58,60%,0.21,71%,84%,0.3
2716,Felice Herrig,Paige VanZant,Paige VanZant,14,9,0,0,"5'4""",115,"65""",Orthodox,9/18/1984,3.63,36%,4.84,49%,1.18,30%,72%,0.9,8,5,0,0,"5'4""",115,"65""",Orthodox,3/26/1994,3.35,52%,2.62,42%,1.27,33%,34%,1.0
2717,Jim Miller,Beneil Dariush,Beneil Dariush,32,15,0,1,"5'8""",155,"71""",Southpaw,8/30/1983,2.73,40%,2.99,59%,1.69,43%,46%,1.9,20,4,1,0,"5'10""",155,"72""",Southpaw,5/06/1989,4.0,49%,2.72,59%,2.03,32%,81%,1.0
2718,Ovince Saint Preux,Patrick Cummins,Ovince Saint Preux,25,15,0,0,"6'3""",205,"80""",Southpaw,4/08/1983,2.68,46%,3.03,45%,1.19,40%,66%,0.6,10,7,0,0,"6'2""",205,"76""",Orthodox,11/16/1980,4.26,50%,3.35,55%,4.49,41%,28%,0.1
2719,Corey Anderson,Gian Villante,Gian Villante,14,5,0,0,"6'3""",205,"79""",Orthodox,9/22/1989,4.43,46%,2.22,59%,4.89,50%,83%,0.0,17,13,0,0,"6'3""",230,"76""",Orthodox,8/18/1985,4.39,43%,5.48,55%,0.46,23%,83%,0.0
2720,Takeya Mizugaki,Aljamain Sterling,Aljamain Sterling,21,11,2,0,"5'7""",135,"69""",Orthodox,12/16/1983,3.37,37%,3.27,57%,1.46,57%,70%,0.1,20,3,0,0,"5'7""",135,"71""",Orthodox,7/31/1989,4.84,49%,2.2,63%,1.77,24%,41%,0.9
2721,George Sullivan,Tim Means,Tim Means,17,7,0,1,"6'0""",170,"73""",Orthodox,3/13/1981,3.53,39%,2.42,57%,1.37,20%,38%,0.7,31,12,1,1,"6'2""",170,"75""",Orthodox,2/20/1984,5.16,48%,3.58,61%,0.92,41%,64%,0.2
2722,Diego Brandao,Jimy Hettes,Diego Brandao,22,11,0,0,"5'7""",145,"64""",Orthodox,5/27/1987,2.94,47%,3.38,62%,3.21,68%,80%,0.6,11,3,0,0,"5'9""",145,"71""",Southpaw,6/09/1987,3.47,57%,3.5,57%,5.2,44%,61%,1.4
2723,Eddie Gordon,Chris Dempsey,Chris Dempsey,8,4,0,0,"6'0""",185,"76""",Orthodox,7/22/1983,2.03,32%,2.57,60%,1.93,83%,63%,0.0,11,5,0,0,"5'10""",185,"72""",Orthodox,9/08/1987,2.25,32%,2.82,65%,2.64,23%,16%,0.0
2724,Gabriel Gonzaga,Mirko Filipovic,Mirko Filipovic,17,11,0,0,"6'2""",242,"76""",Orthodox,5/18/1979,2.12,45%,2.94,57%,2.8,39%,66%,1.1,35,11,2,1,"6'2""",230,"73""",Southpaw,9/10/1974,2.11,50%,1.89,63%,0.19,40%,78%,0.3
2725,Jimi Manuwa,Jan Blachowicz,Jimi Manuwa,17,6,0,0,"6'1""",205,"79""",Orthodox,2/18/1980,3.43,54%,3.97,49%,0.53,18%,70%,0.4,28,8,0,0,"6'2""",205,"78""",Orthodox,2/24/1983,3.59,49%,2.79,53%,1.18,53%,65%,0.2
2726,Pawel Pawlak,Sheldon Westcott,Pawel Pawlak,12,3,0,0,"6'0""",170,"73""",Orthodox,2/08/1989,1.67,33%,2.22,53%,1.0,37%,70%,0.0,10,3,1,0,"6'1""",170,"71""",Southpaw,8/20/1984,2.26,40%,3.73,37%,3.23,37%,14%,0.0
2727,Joanne Calderwood,Maryna Moroz,Maryna Moroz,15,5,0,0,"5'6""",125,"65""",Orthodox,12/23/1985,6.59,49%,4.4,53%,1.8,55%,58%,0.5,10,3,0,0,"5'7""",125,"67""",Orthodox,9/08/1991,4.09,31%,4.15,53%,0.56,18%,47%,0.4
2728,Seth Baczynski,Leon Edwards,Leon Edwards,20,14,0,0,"6'3""",170,"75""",Orthodox,10/26/1981,3.08,31%,3.14,51%,0.89,16%,48%,0.8,18,3,0,1,"6'2""",170,"74""",Southpaw,8/25/1991,2.56,47%,2.03,55%,1.35,30%,70%,0.4
2729,Bartosz Fabinski,Garreth McLellan,Bartosz Fabinski,15,4,0,0,"6'0""",170,"75""",Orthodox,4/26/1986,2.2,69%,1.35,53%,7.08,69%,80%,0.0,13,6,0,0,"6'1""",185,"72""",Southpaw,9/01/1982,3.56,54%,2.94,45%,1.15,22%,34%,0.9
2730,Sergio Moraes,Mickael Lebout,Sergio Moraes,14,6,1,0,"6'0""",170,"72""",Orthodox,7/23/1982,2.42,42%,3.73,59%,1.2,38%,75%,0.4,16,7,1,1,"5'11""",155,"73""",Orthodox,8/16/1987,2.6,34%,2.98,54%,0.0,0%,60%,0.0
2731,Damian Stasiak,Yaotzin Meza,Yaotzin Meza,10,6,0,0,"5'5""",135,"70""",Orthodox,2/20/1990,1.86,36%,3.1,52%,2.64,35%,43%,0.6,21,11,0,1,"5'9""",145,"71""",Orthodox,2/04/1981,1.43,41%,1.62,64%,1.06,20%,18%,1.4
2732,Daniel Omielanczuk,Anthony Hamilton,Anthony Hamilton,19,8,1,1,"6'0""",247,"74""",Southpaw,8/31/1982,3.09,57%,3.29,47%,0.56,26%,68%,0.1,15,9,0,0,"6'5""",260,"76""",Orthodox,4/14/1980,3.91,65%,3.02,45%,2.62,42%,78%,0.0
2733,Chad Mendes,Ricardo Lamas,Chad Mendes,18,5,0,0,"5'6""",145,"66""",Orthodox,5/01/1985,2.78,49%,2.35,67%,4.13,55%,100%,0.3,20,8,0,0,"5'8""",145,"71""",Orthodox,5/21/1982,3.13,47%,2.87,57%,1.84,33%,46%,0.9
2734,Jorge Masvidal,Al Iaquinta,Al Iaquinta,35,14,0,0,"5'11""",170,"74""",Orthodox,11/12/1984,4.2,47%,3.0,65%,1.57,59%,77%,0.4,14,6,1,0,"5'10""",155,"70""",Orthodox,4/30/1987,4.06,40%,4.44,61%,0.64,18%,74%,0.2
